广东,1219
河南,1135
浙江,1131
湖南,946
安徽,889
江西,844
江苏,543
重庆,505
山东,497
四川,436
黑龙江,378
北京,352
上海,306
福建,272
河北,251
广西,222
陕西,219
云南,154
海南,145
贵州,131
山西,124
辽宁,111
天津,106
甘肃,86
吉林,83
内蒙古,60
新疆,59
宁夏,58
青海,18
西藏,1
